,smiles,pH,logP
1064,CN1C(=CC(=O)COC(=O)C(c2ccccc2)c2ccccc2)C(C)(C)c2ccccc21,5.0,6.27
1065,CN1C(=CC=CC(=O)C(F)(F)F)C(C)(C)c2ccccc21,6.5,4.41
1066,CN1C(=O)C(O)N=C(c2ccccc2)c2cc(Cl)ccc21,5.5,2.19
1067,CN1C(=O)CCC(N2C(=O)c3ccccc3C2=O)C1=O,6.4,1.15
1068,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,5.5,2.92
1069,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,6.5,2.86
1070,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,7.4,2.86
1071,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,7.5,2.92
1072,CN1C(=O)N(C)C2(c3ccccc3)Nn3c(s/c(=C\c4ccc(Br)cc4)c3=O)=NC12c1ccccc1,10.5,5.72
1073,CN1C(=O)NC(=O)C(C)(C2=CCCCC2)C1=O,3.5,1.98
1074,CN1C(=O)NC(=O)C(C)(C2=CCCCC2)C1=O,5.0,1.98
1075,CN1CCC23c4c5ccc(O)c4OC2C(O)C=CC3C1C5,7.4,0.76
1076,CN1CCC23c4c5ccc(O)c4OC2C(O)C=CC3C1C5,8.0,0.76
1077,CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,7.4,5.03
1078,CN=C(NCCSCc1[nH]cnc1C)NC#N,5.0,0.4
1079,CN=C(NCCSCc1[nH]cnc1C)NC#N,6.8,0.4
1080,CN=C(NCCSCc1[nH]cnc1C)NC#N,7.4,0.4
1081,CNC(=O)Oc1ccc(N(C)C)c(C)c1,9.0,1.9
1082,CNC(=O)n1cc(F)c(=O)[nH]c1=O,4.0,-0.2
1083,CNS(=O)(=O)c1ccc(C)cc1,7.4,1.28
1084,CNS(=O)(=O)c1ccc(Cl)cc1,7.2,1.92
1085,CNS(=O)(=O)c1n[nH]c(=NC(C)=O)s1,7.2,0.49
1086,CNc1ccc(-c2nc3ccc(Br)cc3s2)cc1,7.2,3.6
1087,CNc1ccc(-c2nc3ccc(C#N)cc3s2)cc1,7.2,2.5
1088,CNc1ccc(-c2nc3ccc(C)cc3s2)cc1,7.2,3.1
1089,CNc1ccc(-c2nc3ccc(O)cc3s2)cc1,7.2,1.2
1090,CNc1ccc(-c2nc3ccc(OC)cc3s2)cc1,7.2,2.6
1091,CNc1nc2c(C)cccn2c(=O)c1C=O,7.3,2.68
1092,COC(=O)C(CCSC)NC(=O)c1cc2c(n(-c3ccccc3)c1=O)CC(C)(C)CC2=O,5.0,3.97
1093,COC(=O)C(NC(=O)CON=C1C=C2CC[C@H]3[C@H](CC[C@]4(C)[C@H]3CC[C@@]4(O)C(C)=O)[C@]2(C)CC1)c1ccccc1,7.3,6.27
1094,COC(=O)C(O)c1c(-c2ccc(Cl)cc2)nc(=O)[nH]c1-c1ccc(Cl)cc1,2.0,3.56
1095,COC(=O)C1=C(C)N=C(C)C(C(=O)OC)[C@@H]1c1cccc(Cl)c1,10.0,4.22
1096,COC(=O)C1OC(c2ccccc2)OC1C(=O)OC,5.0,2.49
1097,COC(=O)C=C1OC(=N)C(C(=O)OCc2ccccc2)[C@@]2(C(=O)Nc3ccccc32)C1C(=O)OC,10.5,4.25
1098,COC(=O)C=CCN1C(=O)c2ccccc2C1=O,5.0,2.46
1099,COC(=O)CC(CN)c1ccc(Cl)cc1,7.3,0.48
1100,COC(=O)CCCNC(=O)NC12CC3CC(CC(C3)C1)C2,7.4,0.18
1101,COC(=O)CCN=c1[nH]c(-c2cccnc2)nc2sc3c(c12)CCCC3,10.5,4.69
1102,COC(=O)CN(c1ccccc1)S(=O)(=O)c1ccc(OC)cc1,5.0,3.43
1103,COC(=O)COc1cc2occ(-c3csc(C)n3)c(=O)c2cc1C,10.5,3.9
1104,COC(=O)CSc1nc(=NCC(C)C)nc(N2CCOCC2)[nH]1,8.0,3.75
1105,COC(=O)N=c1[nH]c2ccc(C(=O)c3ccccc3)cc2[nH]1,1.2,3.14
1106,COC(=O)N=c1[nH]c2ccc(C(=O)c3ccccc3)cc2[nH]1,7.4,3.14
1107,COC(=O)N=c1[nH]c2ccccc2[nH]1,7.0,1.52
1108,COC(=O)N=c1[nH]c2ccccc2[nH]1,8.0,1.52
1109,COC(=O)NC(=O)C(O)c1ccccc1,5.0,1.41
1110,COC(=O)c1c(C)sc2c1OC(=N)C(C#N)[C@@H]2c1cc(Br)cs1,10.5,5.06
1111,COC(=O)c1c(NC(NC(=O)c2cccnc2)(C(F)(F)F)C(F)(F)F)sc2c1CCCCC2,6.5,5.75
1112,COC(=O)c1c(N[C@@H](NC(C)=O)C(Cl)(Cl)Cl)sc2c1CCCC2,8.0,5.04
1113,COC(=O)c1cc(-n2c(O)c3c(c2O)[C@]2(C(OC(C)=O)OC(C)=O)C=C[C@H]3O2)ccc1Cl,6.5,3.77
1114,COC(=O)c1cc(OC)c(OC)cc1NC(=O)COc1nonc1N1CCOCC1,6.5,4.49
1115,COC(=O)c1cc(OC)c(OC)cc1NC(=O)CSc1nncn1C,7.3,2.78
1116,COC(=O)c1ccc(-n2c(C)cc(C(=O)COc3cccc(-n4cnnn4)c3)c2C)cc1,5.0,4.77
1117,COC(=O)c1ccc(Br)c(S(=O)(=O)N2CCCCC2)c1,5.0,3.66
1118,COC(=O)c1ccc(C(=O)OC)c(NC(=O)CSc2ncnc3sc4c(c23)CC[C@@H](C)C4)c1,6.5,5.79
1119,COC(=O)c1ccc(C)c(NC(=O)Cc2coc3cc4c(cc23)CCC4)c1,5.0,4.78
1120,COC(=O)c1ccc(C2C3C(=O)C[C@@H](c4ccco4)CC3=Nc3ccccc3N2C(=O)C2CC2)cc1,5.0,4.44
1121,COC(=O)c1ccc(N(C(=O)C(F)(F)F)[C@@H]2C=CS(=O)(=O)C2)cc1,5.0,2.05
1122,COC(=O)c1ccc(OC(=O)c2cc(OC)cc(OC)c2)cc1,5.0,4.64
1123,COC(=O)c1cccc(C)c1S(=O)(=O)NC(=O)N=c1nc(N(C)C)nc(OCC(F)(F)F)[nH]1,3.0,0.96
1124,COC(=O)c1cccc(C)c1S(=O)(=O)NC(=O)N=c1nc(N(C)C)nc(OCC(F)(F)F)[nH]1,5.0,0.96
1125,COC(=O)c1cccc(C)c1S(=O)(=O)NC(=O)N=c1nc(N(C)C)nc(OCC(F)(F)F)[nH]1,7.0,0.96
1126,COC(=O)c1cccc(C)c1S(=O)(=O)NC(=O)N=c1nc(N(C)C)nc(OCC(F)(F)F)[nH]1,9.0,0.96
1127,COC(=O)c1cccc(NC(=O)CCN2C(=O)c3ccccc3C2=O)c1,5.0,3.39
1128,COC(=O)c1cccc(NC(=O)c2cc(C(=O)Nc3cccc(C(=O)OC)c3)cc(N3C(=O)c4ccccc4C3=O)c2)c1,6.5,6.09
1129,COC(=O)c1cccc(NC(=O)c2ccc(C)cc2)c1,5.0,3.72
1130,COC(=O)c1ccccc1O,7.4,2.36
1131,COC(=O)c1ccccc1S(=O)(=O)NC(=O)N=c1nc(C)[nH]c(OC)n1,4.59,-1.74
1132,COC(=O)c1ccccc1S(=O)(=O)NC(=O)N=c1nc(C)[nH]c(OC)n1,5.42,-1.74
1133,COC(=O)c1ccccc1S(=O)(=O)NC(=O)N=c1nc(C)[nH]c(OC)n1,6.11,-1.74
1134,COC(=O)c1cnn2c(C(F)(F)F)cc(-c3cc(OC)c(OC)c(OC)c3)nc12,5.0,4.08
1135,COC(=O)c1sc(=N)[nH]c1C,7.3,1.48
1136,COC(=O)c1sccc1S(=O)(=O)NC(=O)N=c1nc(C)[nH]c(OC)n1,4.0,0.2
1137,COC(=O)c1sccc1S(=O)(=O)NC(=O)N=c1nc(C)[nH]c(OC)n1,5.0,0.2
1138,COC(=O)c1sccc1S(=O)(=O)NC(=O)N=c1nc(C)[nH]c(OC)n1,6.0,0.2
1139,COC(=O)c1sccc1S(=O)(=O)NC(=O)N=c1nc(C)[nH]c(OC)n1,7.0,0.2
1140,COC(=O)n1c(-c2cscn2)nc2ccccc21,6.0,2.05
1141,COC(=O)n1cc(F)c(=O)[nH]c1=O,4.0,-0.68
1142,COC1=CC(=O)CC(C)C12Oc1c(Cl)c(OC)cc(OC)c1C2=O,6.4,2.18
1143,COCCCNC(=O)c1cc(Br)c(C)c(C)c1C,10.5,2.93
1144,COCCCNC(=O)c1ccccc1C(F)(F)F,5.0,2.0
1145,COCCCNC(=S)N1[C@H](C)CCC[C@H]1C,5.0,2.8
1146,COCCOC(=O)C1=C(C)N=C2CC(c3cccc(OC)c3)CC(=O)C2C1c1coc2ccc(C)cc2c1=O,10.5,5.23
1147,COCCOCCOC(=O)C(Cc1ccc(OC(=O)N(C)C)cc1)NC(=O)C1N(S(=O)(=O)c2cnn(C)c2)CSC1(C)C,5.5,1.41
1148,COCCn1c(C)cc(C(=O)CSc2n[nH]c3nc4ccccc4n23)c1C,10.5,3.45
1149,COCCn1c(C)cc(C(=O)CSc2ncnc3sc(C)c(C)c23)c1C,6.5,4.59
1150,COCON1C(=O)CN(C(C)=O)[C@H]1c1ccc(Cl)cc1Cl,2.0,1.98
1151,COC[C@H](C)NC(=O)CCl,6.5,0.61
1152,COCc1cc(OC(=O)N(C)C)nc(SCC(=O)C(C)(C)C)n1,5.0,3.33
1153,COc1[nH]cnc(=NS(=O)(=O)c2ccc(N)cc2)c1OC,4.0,0.7
1154,COc1[nH]cnc(=NS(=O)(=O)c2ccc(N)cc2)c1OC,5.0,0.7
1155,COc1[nH]cnc(=NS(=O)(=O)c2ccc(N)cc2)c1OC,6.0,0.7
1156,COc1[nH]cnc(=NS(=O)(=O)c2ccc(N)cc2)c1OC,7.0,0.7
1157,COc1c(Cl)ccc(Cl)c1C(=O)Nc1ccc(C)cc1C,5.0,4.0
1158,COc1cc(/C=C/C(=O)N[C@H]2CCCc3ccccc32)cc(OC)c1OC,5.0,4.27
1159,COc1cc(/C=C/C(=O)Nc2ccc(N3CCCCC3)cc2)ccc1OC(F)F,8.0,5.36
1160,COc1cc(/C=N\n2cnc3sc4c(c3c2=O)CCCC4)ccc1OCc1ccccc1,5.0,5.68
1161,COc1cc(=NS(=O)(=O)c2ccc(N)cc2)[nH]c(OC)n1,1.17,1.63
1162,COc1cc(C#N)ccc1OC(=O)/C=C/c1cccc(F)c1,5.0,4.46
1163,COc1cc(C(=O)COC(=O)CCCOc2ccc(Cl)cc2Cl)cc(OC)c1OC,6.5,5.59
1164,COc1cc(C(=O)Nc2cccc(C#N)c2)cc(OC)c1OC,5.0,3.44
1165,COc1cc(C(=O)Nc2ccccc2C(C)(C)C)cc(OC)c1OC,5.0,3.61
1166,COc1cc(C(=O)O)ccc1O,3.3,1.43
1167,COc1cc(C(=O)c2ccc(F)cc2)cc(C(=O)c2ccc(F)cc2)c1,5.0,4.89
1168,COc1cc(C2=Nc3cc(C)c(C)cc3NC3CC(C)(C)CC(=O)C23)cc(OC)c1OC(C)=O,10.0,4.21
1169,COc1cc(C2c3c(cc(C)[nH]c3=O)OC(=N)C2C#N)cc(OC)c1OC,10.5,2.55
1170,COc1cc(C=O)ccc1OS(=O)(=O)c1ccc(F)c(F)c1,6.5,3.68
1171,COc1cc(CC(=NC(=O)c2ccccc2)C(=O)Nc2cccc(CO)c2)ccc1OC(C)=O,6.5,4.04
1172,COc1cc(Cc2c[nH]c(=N)[nH]c2=N)cc(OC)c1OC,5.79,0.91
1173,COc1cc(Cc2c[nH]c(=N)[nH]c2=N)cc(OC)c1OC,6.07,0.91
1174,COc1cc(Cc2c[nH]c(=N)[nH]c2=N)cc(OC)c1OC,6.12,0.91
1175,COc1cc(Cc2c[nH]c(=N)[nH]c2=N)cc(OC)c1OC,6.31,0.91
1176,COc1cc(Cc2c[nH]c(=N)[nH]c2=N)cc(OC)c1OC,6.84,0.91
1177,COc1cc(Cc2c[nH]c(=N)[nH]c2=N)cc(OC)c1OC,8.61,0.91
1178,COc1cc(Cc2c[nH]c(=N)[nH]c2=N)cc(OC)c1OC,9.13,0.91
1179,COc1cc(OC)[nH]c(=NC(=O)NS(=O)(=O)c2ncccc2C(F)(F)F)n1,7.0,-0.06
1180,COc1cc(OC)c(C2C3C(=O)CCCC3=Nc3ncnn32)cc1OC,7.3,2.19
1181,COc1cc([C@@H]2C3=C(CCCC3=O)N(c3ccccc3C(F)(F)F)C(=N)C2C(=O)c2ccccc2)cc(OC)c1OC,5.0,4.51
1182,COc1cc([C@H]2NC(=O)N=C(C)C2C(=O)OC(C)C)ccc1OC(F)F,5.0,3.75
1183,COc1cc([C@H]2c3c(C)n[nH]c3OC(=N)C2C#N)ccc1OCc1cccc(F)c1,10.5,4.42
1184,COc1cc2c(cc1OC)CN(C(=O)c1cccc(S(=O)(=O)N3CCCCC3)c1)CC2,5.0,4.2
1185,COc1cc2c(cc1OC)[C@@H](COc1ccc(F)cc1)N(C(=O)/C=C/c1ccccc1)CC2,5.0,5.45
1186,COc1cc2c(cc1OC)[C@@]1(C)N(CC2)C(=O)OC12CCCCC2,5.0,3.47
1187,COc1cc2c(cc1OC)[C@H](COc1ccc3c(C)cc(=O)oc3c1)N(C(=O)C1CCCCC1)CC2,5.0,5.07
1188,COc1cc2c3c(c1)/C(=C1/SC(=NC(C)=O)NC1=O)C(=O)N3C(C)(C)C=C2C,7.0,4.62
1189,COc1ccc(-c2n[nH]c(=N)s2)cc1OC,6.5,2.34
1190,COc1ccc(-c2nnc(SCC(=O)c3c(N)n(C)c(=O)n(C)c3=O)n2-c2cccc(C(F)(F)F)c2)cc1,10.5,4.89
1191,COc1ccc(-c2nnc(SCc3cc(=O)oc4ccc5ccccc5c34)n2N)cc1,5.0,4.24
1192,COc1ccc(-n2c(O)c3ccccc3cc2=O)cc1,5.0,2.56
1193,COc1ccc(-n2c(O)cc(Sc3nc(C)cc(C)n3)c2O)cc1OC,10.5,2.95
1194,COc1ccc(/N=C/c2ccc(/C=N/c3ccc(OC)cc3)cc2)cc1,10.0,5.24
1195,COc1ccc(=NS(=O)(=O)c2ccc(N)cc2)[nH]n1,4.5,0.32
1196,COc1ccc(=NS(=O)(=O)c2ccc(N)cc2)[nH]n1,4.8,0.32
1197,COc1ccc(=NS(=O)(=O)c2ccc(N)cc2)[nH]n1,5.0,0.32
1198,COc1ccc(=NS(=O)(=O)c2ccc(N)cc2)[nH]n1,5.4,0.32
1199,COc1ccc(=NS(=O)(=O)c2ccc(N)cc2)[nH]n1,5.9,0.32
1200,COc1ccc(=NS(=O)(=O)c2ccc(N)cc2)[nH]n1,6.0,0.32
1201,COc1ccc(=NS(=O)(=O)c2ccc(N)cc2)[nH]n1,6.2,0.32
1202,COc1ccc(=NS(=O)(=O)c2ccc(N)cc2)[nH]n1,6.5,0.32
1203,COc1ccc(=NS(=O)(=O)c2ccc(N)cc2)[nH]n1,7.0,0.32
1204,COc1ccc(=NS(=O)(=O)c2ccc(NC(C)=O)cc2)[nH]n1,4.5,0.37
1205,COc1ccc(=NS(=O)(=O)c2ccc(NC(C)=O)cc2)[nH]n1,4.8,0.37
1206,COc1ccc(=NS(=O)(=O)c2ccc(NC(C)=O)cc2)[nH]n1,5.4,0.37
1207,COc1ccc(=NS(=O)(=O)c2ccc(NC(C)=O)cc2)[nH]n1,5.9,0.37
1208,COc1ccc(=NS(=O)(=O)c2ccc(NC(C)=O)cc2)[nH]n1,6.2,0.37
1209,COc1ccc(=NS(=O)(=O)c2ccc(NC(C)=O)cc2)[nH]n1,7.0,0.37
1210,COc1ccc(C(=O)/C=C/C=C(Cl)Cl)cc1,5.0,4.4
1211,COc1ccc(C(=O)CC=Nc2ccc(Cl)c(C(F)(F)F)c2)cc1OC,5.0,5.31
1212,COc1ccc(C(=O)CSc2nnc(-c3ccccc3)o2)cc1,5.0,4.15
1213,COc1ccc(C(=O)Cn2c(N3CCCCCC3)nc3c2c(=O)n(C)c(=O)n3C)cc1,10.0,4.42
1214,COc1ccc(C(=O)Nc2cccc(F)c2)cc1S(=O)(=O)N1CCOCC1,5.0,3.64
1215,COc1ccc(C(=O)O)c(O)c1,1.0,2.99
1216,COc1ccc(C(=O)OCC(=O)c2cc(C)n(C[C@@H]3CCCO3)c2C)c(OC)c1,5.0,4.18
1217,COc1ccc(C(C(=O)Nc2ccc3c(c2)OCCO3)N(C)C(=O)Cc2c[nH]c3ccccc23)cc1,2.0,3.76
1218,COc1ccc(C(C)=O)cc1COC(=O)c1cc(Cl)ccc1Cl,5.0,4.45
1219,COc1ccc(C)cc1-n1nnnc1SCC(=O)Nc1cc(C(N)=O)cc(C(N)=O)c1,5.0,4.15
1220,COc1ccc(C2CC(=O)C3C(=Nc4ccccc4N(C(=O)C(F)(F)F)C3c3cc(OC)c(OC)c(OC)c3)C2)cc1,7.3,4.87
1221,COc1ccc(C2Sc3ccccc3N(CCN(C)C)C(=O)C2OC(C)=O)cc1,6.8,2.89
1222,COc1ccc(C2Sc3ccccc3N(CCN(C)C)C(=O)C2OC(C)=O)cc1,7.4,2.89
1223,COc1ccc(C=O)cc1COc1c(F)c(F)cc(F)c1F,5.0,4.24
1224,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,5.0,3.79
1225,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,6.0,3.79
1226,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,7.0,3.79
1227,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,7.14,3.79
1228,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,7.5,3.79
1229,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,8.0,3.79
1230,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,8.35,3.79
1231,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,8.69,3.79
1232,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,8.94,3.79
1233,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,9.31,3.79
1234,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,9.84,3.79
1235,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,10.08,3.79
1236,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,10.38,3.79
1237,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,11.29,3.79
1238,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,11.5,3.79
1239,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,12.33,3.79
1240,COc1ccc(CCNC(=O)CSc2nc3c(c(=O)n(C)c(=O)n3C)n2Cc2ccccc2F)cc1OC,5.0,4.0
1241,COc1ccc(CN(CCN(C)C)c2ccccn2)cc1,7.4,3.27
1242,COc1ccc(CNC(=O)C2CCCC2)cc1,5.0,2.6
1243,COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC,5.4,3.0
1244,COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC,7.0,3.0
1245,COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC,7.4,3.0
1246,COc1ccc(N(C(=O)C2CCCCC2)S(=O)(=O)c2ccc3c4c(cccc24)C(=O)N3C)cc1,5.0,5.26
1247,COc1ccc(N(CC(=O)N[C@@H]2CCS(=O)(=O)C2)S(=O)(=O)c2ccc(C)c(Cl)c2)cc1,2.0,3.32
1248,COc1ccc(N2C(=S)N=C(N[C@@H]([C@@H](Oc3ccc(Cl)cc3)n3cncn3)C(C)(C)C)C2(C)C)cc1,6.5,5.56
1249,COc1ccc(N2C3=C(C(=O)CC(C)(C)C3)C(c3ccc4c(c3)OCO4)C3=C2CC(C)(C)CC3=O)cc1,5.0,5.72
1250,COc1ccc(NC(=O)C(OC(=O)CNC(=O)c2ccc(C)s2)c2ccccc2)cc1Cl,2.0,4.54
1251,COc1ccc(NC(=O)c2cc(NC(=O)c3ccccc3)cc(C(=O)Nc3ccc(OC)cc3)c2)cc1,5.0,5.59
1252,COc1ccc(NC(=O)c2sc3sc(C(=O)Nc4ccc(OC)c(OC)c4)c(N)c3c2N)cc1OC,10.0,4.88
1253,COc1ccc(O)c(C(=O)O)c1,1.0,2.78
1254,COc1ccc(O)c(CN(C(C)=O)c2cc(F)ccc2Oc2ccccc2)c1,7.4,2.78
1255,COc1ccc(OC)c(CN(C(C)=O)c2cc(F)ccc2Oc2ccccc2)c1,7.4,3.65
1256,COc1ccc(OC)c(NC(=O)c2ccc(N=C3C(=O)N(C4CCCCC4)C(=O)C3Cl)cc2)c1,5.0,5.96
1257,COc1ccc(OCC(=O)N2CCN(C(=O)c3ccco3)CC2)cc1,5.0,2.76
1258,COc1ccc(OCCF)c(CN(C(C)=O)c2cc(F)ccc2Oc2ccccc2)c1,7.4,3.81
1259,COc1ccc(OCCOS(=O)(=O)c2ccc(C)cc2)c(CN(C(C)=O)c2cc(F)ccc2Oc2ccccc2)c1,7.4,4.65
1260,COc1ccc(OCF)c(CN(C(C)=O)c2cc(F)ccc2Oc2ccccc2)c1,7.4,3.7
1261,COc1ccc(OCI)c(CN(C(C)=O)c2cc(F)ccc2Oc2ccccc2)c1,7.4,4.02
1262,COc1ccc(Oc2c(C(F)(F)F)oc3cc(OC(=O)N4CCOCC4)ccc3c2=O)cc1,5.0,4.63
1263,COc1ccc(S(=O)(=O)N2CCCCCC2)cc1C(=O)OCC(=O)c1c(N)n(C)c(=O)n(C)c1=O,10.5,4.59
1264,COc1ccc(S(=O)(=O)n2c(=O)n(S(=O)(=O)c3ccc(OC)cc3)c3ccccc32)cc1,5.0,5.22
1265,COc1ccc([C@@H](C)n2c(C)c3c(C)nnc(C)c3c2C)cc1,8.0,3.43
1266,COc1ccc([C@@H]2C(C(=O)N3CCCCCC3)c3ccccc3C(=O)N2Cc2ccc(F)cc2)cc1,5.0,5.01
1267,COc1ccc([C@@H]2C(C(=O)OCCOC(C)C)=C(C)N=C3C[C@@H](c4cccs4)CC(=O)C32)cc1OC,10.0,4.45
1268,COc1ccc([C@@H]2C3=C(CC(C)(C)CC3=O)N(c3ccc(Cl)cc3)C(=N)C2C#N)cc1OC,5.0,4.34
1269,COc1ccc([C@@H]2C3=C(CCCC3=O)N(c3ccccc3C(F)(F)F)C(=N)C2C#N)cc1CSc1ccccn1,10.5,5.45
1270,COc1ccc([C@@H]2C3C(=O)C[C@@H](c4ccco4)CC3=Nc3ccccc3N2C(=O)C(F)(F)F)cc1,5.0,4.62
1271,COc1ccc([C@@H]2CC(=O)N(c3sc4c(c3C#N)CCCC4)C3=C2C(=O)CCC3)c(OC)c1,5.0,4.55
1272,COc1ccc([C@@H]2CCCC[C@H]2O)cc1,5.0,2.85
1273,COc1ccc([C@@H]2Nc3ccccc3C(=O)N2c2ccccc2)cc1COc1ccc(NC(C)=O)cc1,8.0,4.65
1274,COc1ccc([C@@H]2[C@@H]3CCCC=C3C(C#N)C(=N)C2(C#N)C#N)cc1COCC(F)(F)F,5.0,5.5
1275,COc1ccc([C@@H]2c3c(c(O)n(-c4sc5c(c4C#N)CCCC5)c3O)ON2c2ccccc2C)cc1,5.0,5.83
1276,COc1ccc([C@H]2C(C(=O)Nc3ccc(F)cc3F)c3cc(OC)c(OC)cc3C(=O)N2C)cc1OC,5.0,3.66
1277,COc1ccc([C@H]2CC(=O)C3C(=Nc4ccc5ccccc5c4[C@@H]3c3ccc4c(c3)OCO4)C2)cc1,5.0,5.77
1278,COc1ccc([C@H]2C[C@@H](c3ccc(-c4ccccc4)cc3)Nc3ncnn32)cc1,7.3,5.42
1279,COc1ccc([C@H]2C[C@H](C(F)(F)F)n3ncc(C(=O)N(C)Cc4cnn(C)c4C)c3N2)cc1OC,7.3,4.25
1280,COc1ccc2[nH]c(=NCCCN(C)CCCN=c3[nH]c4ccc(OC)cc4n4cccc34)c3cccn3c2c1,7.4,3.41
1281,COc1ccc2[nH]c(=NCCCN3CCN(CCCN=c4[nH]c5ccc(OC)cc5n5cccc45)CC3)c3cccn3c2c1,7.4,4.67
1282,COc1ccc2[nH]c(=NCCCN3CCN(CCCN=c4[nH]c5ccc(OC)nc5n5cccc45)CC3)c3cccn3c2n1,7.4,4.73
1283,COc1ccc2[nH]c(=NCCCNCCCN=c3[nH]c4ccc(OC)cc4n4cccc34)c3cccn3c2c1,7.4,2.58
1284,COc1ccc2c(C)c(C)c(=O)oc2c1C,5.0,3.45
1285,COc1ccc2c(C=Nc3c(C)n(C)n(-c4ccccc4)c3=O)c(=O)n(Cc3ccco3)c(O)c2c1,10.0,4.66
1286,COc1ccc2c(c1)O[C@](O)(C(F)(F)F)CC2=O,5.0,2.79
1287,COc1ccc2c(c1)[nH]c(=NCCCN(C)CCCN=c1[nH]c3cc(OC)ccc3n3cccc13)c1cccn12,7.4,3.55
1288,COc1ccc2c(c1)[nH]c(=NCCCN1CCN(CCCN=c3[nH]c4cc(OC)ccc4n4c(Cl)ccc34)CC1)c1ccc(Cl)n12,7.4,5.74
1289,COc1ccc2c(c1)[nH]c(=NCCCN1CCN(CCCN=c3[nH]c4cc(OC)ccc4n4cccc34)CC1)c1cccn12,7.4,3.72
1290,COc1ccc2c(c1)[nH]c(=NCCCNCCCN=c1[nH]c3cc(OC)ccc3n3cccc13)c1cccn12,7.4,2.76
1291,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,1.2,4.27
1292,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,3.0,4.27
1293,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,5.0,4.27
1294,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,6.0,4.27
1295,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,6.5,4.27
1296,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,6.6,4.27
1297,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,7.0,4.27
1298,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,7.4,4.27
1299,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,7.5,4.27
1300,COc1ccc2c3c1OC1C(O)C=CC4C(C2)N(C)CCC341,7.4,0.47
1301,COc1ccc2cc(C(C)C(=O)O)ccc2c1,1.1,3.24
1302,COc1ccc2cc(C(C)C(=O)O)ccc2c1,1.12,3.24
1303,COc1ccc2cc(C(C)C(=O)O)ccc2c1,1.2,3.24
1304,COc1ccc2cc(C(C)C(=O)O)ccc2c1,2.0,3.24
1305,COc1ccc2cc(C(C)C(=O)O)ccc2c1,2.45,3.24
1306,COc1ccc2cc(C(C)C(=O)O)ccc2c1,2.92,3.24
1307,COc1ccc2cc(C(C)C(=O)O)ccc2c1,3.0,3.24
1308,COc1ccc2cc(C(C)C(=O)O)ccc2c1,3.13,3.24
1309,COc1ccc2cc(C(C)C(=O)O)ccc2c1,3.5,3.24
